Date,Open,High,Low,Close,Adj Close,Volume,ema10,ema30,ema40,sma10dv,Close Prie > EMA,10SMA > VW*1.2,Price Diff((H-L)/L),Price Contraction
2002-10-21,21.239999771118164,21.799999237060547,20.899999618530273,20.959999084472656,9.109819412231445,52100.0,22.795799662165766,,,22.492999839782716,False,False,0.04306218349077477,True
2002-10-28,20.799999237060547,21.190000534057617,19.81999969482422,20.18000030517578,8.7708101272583,174405.0,22.320199779076678,,,22.040999794006346,False,False,0.06912214229706369,True
2002-11-04,20.809999465942383,20.809999465942383,20.0,20.149999618530273,8.757771492004395,57400.0,21.925617931704604,,,21.629999732971193,False,False,0.04049997329711914,True
2002-11-11,20.200000762939453,20.600000381469727,19.899999618530273,20.100000381469727,8.736039161682129,58290.0,21.593687468025536,,,21.258999824523926,False,False,0.035175918409949804,True
2002-11-18,20.229999542236328,20.84000015258789,20.0,20.040000915527344,8.709961891174316,82970.0,21.311199003934956,,,20.96599998474121,False,False,0.04200000762939453,True
2002-11-25,20.1200008392334,20.239999771118164,19.5,20.020000457763672,8.70127010345459,201995.0,21.076435631903813,,,20.797999954223634,False,False,0.0379487062111879,True
2002-12-02,20.200000762939453,20.5,20.0,20.1200008392334,8.744731903076172,269605.0,20.902538396872828,,,20.595000076293946,False,False,0.025,True
2002-12-09,20.25,20.25,19.920000076293945,20.06999969482422,8.723001480102539,107165.0,20.75116772377308,,,20.445000076293944,False,False,0.01656626116677456,True
2002-12-16,19.920000076293945,20.200000762939453,18.3799991607666,19.3700008392334,8.418761253356934,274290.0,20.50004647203859,,,20.217000198364257,False,False,0.09902076633701773,True
2002-12-23,19.200000762939453,19.399999618530273,19.200000762939453,19.299999237060547,8.388337135314941,94715.0,20.281856065678948,,,20.0310001373291,False,False,0.010416606648103132,True
2002-12-30,19.399999618530273,19.399999618530273,18.600000381469727,19.020000457763672,8.266641616821289,236885.0,20.052427773330717,,,19.8370002746582,False,False,0.043010710787809825,True
2003-01-06,19.100000381469727,19.940000534057617,18.799999237060547,19.520000457763672,8.483956336975098,184490.0,19.955622806863982,,,19.77100028991699,False,False,0.06063836932236567,True
2003-01-13,19.600000381469727,19.850000381469727,18.950000762939453,19.020000457763672,8.266641616821289,158230.0,19.78550965248211,,,19.65800037384033,False,False,0.047493381651488066,True
2003-01-20,19.020000457763672,19.280000686645508,18.5,18.600000381469727,8.08409595489502,137020.0,19.56996251229804,22.484333419799803,,19.508000373840332,False,False,0.04216219927813556,True
2003-01-27,19.0,19.0,17.600000381469727,17.690000534057617,7.6885833740234375,271395.0,19.228151243527055,22.17502162071966,,19.27300033569336,False,False,0.07954543114693748,True
2003-02-03,18.0,18.200000762939453,17.0,17.049999237060547,7.410421848297119,215775.0,18.83212360598769,21.8443750153223,,18.976000213623045,False,False,0.07058828017290901,True
2003-02-10,17.0,17.100000381469727,16.020000457763672,16.139999389648438,7.014909267425537,120175.0,18.34264647574419,21.476350781407856,,18.57800006866455,False,False,0.06741572364828874,True
2003-02-17,16.469999313354492,17.3799991607666,16.31999969482422,17.079999923706055,7.423459053039551,93940.0,18.113074375373618,21.192715242201288,,18.279000091552735,False,False,0.06495094888258819,True
2003-02-24,17.200000762939453,18.200000762939453,16.90999984741211,17.639999389648438,7.666852951049805,115600.0,18.027060741605403,20.96350776784304,,18.10599994659424,False,False,0.07628627600045569,True
2003-03-03,17.81999969482422,17.959999084472656,16.6299991607666,16.829999923706055,7.314803123474121,65675.0,17.80941332016916,20.696829842414846,,17.85900001525879,False,False,0.07997594653184247,True
2003-03-10,16.899999618530273,16.899999618530273,16.149999618530273,16.299999237060547,7.084449768066406,53420.0,17.534974395967595,20.413163351746828,,17.586999893188477,False,False,0.04643962957989553,True
2003-03-17,16.030000686645508,17.360000610351562,16.0,16.81999969482422,7.310457229614258,92055.0,17.40497899575971,20.18134634162279,,17.31699981689453,False,False,0.08500003814697266,True
2003-03-24,16.40999984741211,16.489999771118164,15.819999694824219,15.989999771118164,6.9497151374816895,180175.0,17.147710045824883,19.9109368854612,,17.01399974822998,False,False,0.04235145949548578,True
2003-03-31,16.0,16.520000457763672,15.229999542236328,16.459999084472656,7.153990268707275,138935.0,17.022671689215386,19.68829573701033,21.06324996948242,16.799999618530272,False,False,0.08470131019701421,True
2003-04-07,16.600000381469727,18.149999618530273,16.600000381469727,17.280000686645508,7.510385990142822,143835.0,17.069458779657225,19.532921862793245,20.87870122397818,16.758999633789063,False,False,0.0933734458699641,True
2003-04-14,17.3799991607666,17.3799991607666,16.450000762939453,16.770000457763672,7.288726329803467,36000.0,17.015011812040214,19.35466886892037,20.67827679635796,16.730999755859376,False,False,0.056534854388722036,True
2003-04-21,16.959999084472656,17.280000686645508,16.799999237060547,17.15999984741211,7.458230018615723,73620.0,17.041373273016923,19.213077319145643,20.506653530555724,16.832999801635744,False,False,0.02857151615376773,True
2003-04-28,17.020000457763672,17.350000381469727,15.25,15.449999809265137,6.715015888214111,240540.0,16.752032643243872,18.970298124959804,20.25998749537082,16.66999979019165,False,False,0.1377049430471952,False
2003-05-05,16.0,16.0,15.399999618530273,16.0,6.954061508178711,149960.0,16.61529943538135,18.778665987865622,20.05218322730395,16.505999851226807,False,False,0.03896106469689566,True
2003-05-12,16.0,16.5,15.729999542236328,16.149999618530273,7.019254207611084,365935.0,16.530699468681153,18.609074609198824,19.86183280736377,16.43799982070923,False,False,0.048951079476903865,True
2003-05-19,16.200000762939453,16.200000762939453,15.720000267028809,15.760000228881836,6.849751949310303,226745.0,16.390572334172187,18.425263358855794,19.66174341329148,16.38399991989136,False,False,0.030534382172842548,True
2003-05-26,16.139999389648438,17.799999237060547,15.199999809265137,16.540000915527344,7.1887617111206055,1344440.0,16.417741167145852,18.303633523802347,19.509463291449325,16.35600004196167,False,False,0.17105259608033577,False
2003-06-02,16.600000381469727,20.34000015258789,16.600000381469727,19.040000915527344,10.080860137939453,3485535.0,16.89451566685158,18.351141097462023,19.486562687745813,16.661000156402586,False,False,0.22530118585377001,False
2003-06-09,19.600000381469727,19.969999313354492,18.540000915527344,18.729999542236328,9.916728973388672,1199790.0,17.228240007830625,18.375583577770044,19.449657168452667,16.888000202178954,False,False,0.07713043836095594,True
2003-06-16,18.520000457763672,21.110000610351562,18.520000457763672,20.010000228881836,10.594430923461914,3521970.0,17.7340145934763,18.481029813325645,19.47699097627848,17.161000156402586,True,False,0.13984881687743966,False
2003-06-23,20.18000030517578,20.979999542236328,20.0,20.209999084472656,10.700325965881348,1200165.0,18.184193591839275,18.592576217915774,19.512747469361123,17.505000019073485,True,False,0.048999977111816403,True
2003-06-30,20.399999618530273,24.799999237060547,20.399999618530273,22.809999465942383,12.076913833618164,5887245.0,19.025249205312566,18.864668040369104,19.673589030169964,18.069999980926514,True,False,0.21568625984353196,False
2003-07-07,22.899999618530273,23.600000381469727,21.200000762939453,21.479999542236328,11.372735023498535,1025705.0,19.471567448389614,19.0333991050057,19.76170661612442,18.672999954223634,True,False,0.1132075251018767,False
2003-07-14,21.950000762939453,22.68000030517578,21.049999237060547,21.469999313354492,11.367439270019531,899660.0,19.834918696565047,19.190599118447558,19.845037967208814,19.219999885559083,True,False,0.07743473288328966,True
2003-07-21,21.600000381469727,21.600000381469727,20.200000762939453,21.31999969482422,11.288021087646484,520235.0,20.10493342352126,19.327979800794438,19.91698731977542,19.736999893188475,True,False,0.06930690919075733,True
2003-07-28,21.549999237060547,22.34000015258789,20.940000534057617,21.1200008392334,11.182129859924316,675945.0,20.28949113546892,19.44359406133889,19.975670906090443,20.272999954223632,True,False,0.06685766871176821,True
2003-08-04,21.299999237060547,23.149999618530273,20.729999542236328,21.469999313354492,11.367439270019531,1253225.0,20.50412898599357,19.574329884049572,20.04856497473747,20.765999794006348,True,False,0.11673903182502814,False
2003-08-11,21.959999084472656,23.780000686645508,21.530000686645508,22.399999618530273,11.859834671020508,1322340.0,20.84883273736388,19.756631157241877,20.163269103702973,21.10199966430664,True,False,0.10450533805117877,False
2003-08-18,22.700000762939453,23.5,22.100000381469727,22.780000686645508,12.061030387878418,1170260.0,21.199954182687815,19.95168725591308,20.29091454677334,21.50699977874756,True,False,0.0633483979350578,True
2003-08-25,22.809999465942383,23.049999237060547,21.200000762939453,22.18000030517578,11.743355751037598,1336355.0,21.378144386776537,20.095449388123576,20.38306507157346,21.723999786376954,True,False,0.08726407582754186,True
2003-09-01,23.399999618530273,24.579999923706055,22.399999618530273,23.989999771118164,12.701672554016113,2602220.0,21.85302718392956,20.346710703155484,20.55901310569759,22.101999855041505,True,False,0.09732144385272169,True
2003-09-08,25.0,27.940000534057617,24.5,27.3799991607666,14.49653148651123,5906320.0,22.85793117971811,20.800471248807813,20.89174413277413,22.558999824523926,True,False,0.14040818506357622,False
2003-09-15,27.0,27.600000381469727,23.600000381469727,24.6200008392334,13.035228729248047,1699885.0,23.178307481448165,21.04689251270624,21.07361031357702,22.872999954223634,True,False,0.16949152268407267,False
2003-09-22,24.940000534057617,25.559999465942383,23.030000686645508,25.170000076293945,13.326430320739746,696040.0,23.540433407783762,21.312899452292545,21.273434204441262,23.243000030517578,True,False,0.10985665236058612,False
2003-09-29,25.200000762939453,25.5,24.020000457763672,24.43000030517578,12.93463134765625,831735.0,23.70217284367322,21.51400273312372,21.427413038623435,23.554000091552734,True,False,0.06161530033434979,True
2003-10-06,25.18000030517578,26.700000762939453,24.479999542236328,26.31999969482422,13.935307502746582,983630.0,24.178141362064313,21.82406705323343,21.666075802340547,24.073999977111818,True,False,0.09068632607091628,True
2003-10-13,26.940000534057617,28.799999237060547,26.100000381469727,26.959999084472656,14.27415943145752,2201560.0,24.683933675229465,22.155417506861767,21.924315962444552,24.622999954223634,True,False,0.10344823050300583,False
2003-10-20,27.0,27.799999237060547,24.450000762939453,24.84000015258789,13.151708602905273,875780.0,24.712309398385543,22.328616387231193,22.066544459524714,24.867000007629393,True,False,0.13701424824488825,False
2003-10-27,25.190000534057617,25.799999237060547,24.520000457763672,25.540000915527344,13.522329330444336,311615.0,24.862798765138596,22.535802485830946,22.235981359817526,25.143000030517577,True,False,0.052202233091378024,True
2003-11-03,25.799999237060547,27.899999618530273,25.399999618530273,27.170000076293945,14.385342597961426,1063385.0,25.282289912621387,22.834782975538236,22.476665199645645,25.642000007629395,True,False,0.09842519832859187,True
2003-11-10,27.520000457763672,30.0,26.520000457763672,27.6200008392334,14.62359619140625,1593475.0,25.70732826291448,23.14350670867986,22.72755962108895,26.005000114440918,True,False,0.13122169993091257,False
2003-11-17,28.299999237060547,28.979999542236328,26.399999618530273,27.170000076293945,14.385342597961426,853910.0,25.97326859261984,23.40328047433238,22.944264033537973,25.984000205993652,True,False,0.0977272712494716,True
2003-11-24,27.399999618530273,30.979999542236328,27.0,30.600000381469727,16.20138168334961,1471665.0,26.81449255422891,23.867584984470273,23.31771458709562,26.582000160217284,True,False,0.14740739045319734,False
2003-12-01,31.0,34.400001525878906,30.540000915527344,32.61000061035156,17.265592575073242,2859690.0,27.868221291705755,24.43161179904326,23.770996832132493,27.326000213623047,True,False,0.12639163374710433,False
2003-12-08,32.099998474121094,33.0,31.399999618530273,32.189998626708984,17.0432186126709,1466110.0,28.65399898897907,24.932152884699114,24.181679846502078,28.102000045776368,True,False,0.05095542678049934,True
2003-12-15,32.599998474121094,38.939998626708984,31.899999618530273,35.06999969482422,18.568052291870117,2181965.0,29.820544571860005,25.58620751761041,24.71281740007877,28.977000045776368,True,False,0.2206896267199098,False
2003-12-22,35.16999816894531,36.5,33.20000076293945,34.560001373291016,18.298032760620117,942835.0,30.68226399030201,26.165161959912385,25.19316783779644,29.737000274658204,True,False,0.09939756509717539,True
2003-12-29,34.79999923706055,36.400001525878906,33.02000045776367,34.16999816894531,18.091541290283203,1139615.0,31.316397477328064,26.681603005656445,25.631062000291507,30.670000076293945,True,False,0.10236223565286255,False
2004-01-05,35.720001220703125,36.20000076293945,32.720001220703125,34.31999969482422,18.170961380004883,1000550.0,31.862506971418274,27.174402792054366,26.054912619537006,31.547999954223634,True,False,0.10635695025690912,False
2004-01-12,34.5099983215332,35.0,33.29999923706055,33.779998779296875,17.885055541992188,809510.0,32.21114184557802,27.60057027510227,26.431746090744806,32.20899982452393,True,False,0.051051075131781753,True
2004-01-19,33.619998931884766,34.400001525878906,25.110000610351562,29.18000030517578,15.449555397033691,1359645.0,31.66002520186852,27.702468986719918,26.56580727193656,32.364999771118164,False,False,0.3699721501280073,False
2004-01-26,29.700000762939453,30.700000762939453,27.639999389648438,27.950000762939453,14.798322677612305,277045.0,30.98547530388142,27.718438778734082,26.633328905644017,32.442999839782715,False,False,0.1107091693510322,False
2004-02-02,28.0,28.0,25.280000686645508,27.09000015258789,14.342989921569824,280560.0,30.277207094555322,27.67789435124078,26.655605551836402,32.09199981689453,False,False,0.10759490662479956,False
2004-02-09,27.299999237060547,28.5,26.670000076293945,28.010000228881836,14.830090522766113,376110.0,29.86498766443287,27.69932053689504,26.72167358486301,31.63199977874756,False,False,0.06861641989017762,True
2004-02-16,28.1200008392334,28.899999618530273,25.829999923706055,26.1200008392334,13.829414367675781,373470.0,29.18408096894206,27.597428943497516,26.692323694832297,31.025,False,False,0.11885403421959202,False
2004-02-23,26.270000457763672,27.200000762939453,25.0,25.079999923706055,13.278779983520508,271380.0,28.437884415262786,27.4350141680271,26.61367375477736,30.026000022888184,False,False,0.08800003051757813,True
2004-03-01,25.200000762939453,26.799999237060547,25.0,25.270000457763672,13.379376411437988,125950.0,27.861905513899313,27.295335864139137,26.548128715898642,29.09699993133545,False,False,0.07199996948242188,True
2004-03-08,25.5,27.079999923706055,24.950000762939453,25.149999618530273,13.315841674804688,489160.0,27.368831714741304,27.156927074099855,26.47992729651482,28.195000076293944,False,False,0.08537070523582856,True
2004-03-15,26.399999618530273,26.399999618530273,24.0,24.280000686645508,12.855216026306152,203485.0,26.80722607326934,26.97131892007054,26.372613803350465,27.191000175476074,False,False,0.09999998410542806,True
2004-03-22,24.299999237060547,24.399999618530273,21.639999389648438,23.350000381469727,12.362820625305176,344255.0,26.17863958385123,26.737685465967264,26.22516924618555,26.14800033569336,False,False,0.12754160382287677,False
2004-03-29,24.0,25.15999984741211,23.0,24.920000076293945,13.19406509399414,376705.0,25.949796037022633,26.62041544082705,26.16150245741035,25.722000312805175,False,False,0.09391303684400476,True
2004-04-05,25.360000610351562,25.799999237060547,24.399999618530273,24.559999465942383,13.003461837768555,214150.0,25.69710575137168,26.487485377931264,26.083380360265572,25.38300018310547,False,False,0.05737703444335553,True
2004-04-12,24.780000686645508,26.600000381469727,24.780000686645508,26.190000534057617,13.866476058959961,266055.0,25.786722984587303,26.46829280735877,26.08858134435299,25.29300022125244,False,False,0.07344631333303622,True
2004-04-19,26.600000381469727,28.18000030517578,25.0,27.1200008392334,14.358872413635254,508185.0,26.029137139977504,26.510338486834556,26.138894490444716,25.2040002822876,True,False,0.12720001220703125,False
2004-04-26,26.5,26.950000762939453,24.6200008392334,25.610000610351562,13.559393882751465,242365.0,25.95293049822733,26.45225217222275,26.113094788976756,25.153000259399413,False,False,0.0946384989554129,True
2004-05-03,25.020000457763672,27.200000762939453,24.31999969482422,27.040000915527344,14.316515922546387,525975.0,26.15057966500915,26.490171445984338,26.158309721979222,25.34900035858154,True,False,0.11842109803677983,False
2004-05-10,25.450000762939453,26.100000381469727,23.0,23.75,12.574603080749512,330495.0,25.714110635007486,26.313386191404703,26.040831198955846,25.197000312805176,False,False,0.13478262528129245,False
2004-05-17,22.649999618530273,24.190000534057617,20.0,24.0,12.706965446472168,513130.0,25.402454155915215,26.164135469378593,25.941278457543365,25.08200035095215,False,False,0.20950002670288087,False
2004-05-24,24.0,24.799999237060547,22.809999465942383,22.959999084472656,12.156332015991211,303530.0,24.95837141565293,25.957416992933048,25.795850195442355,24.950000190734862,False,False,0.08724242953575835,True
2004-05-31,22.399999618530273,22.850000381469727,21.520000457763672,21.920000076293945,11.605696678161621,388935.0,24.405940263042204,25.696938482182137,25.6067843359717,24.807000160217285,False,False,0.06180296911779278,True
2004-06-07,21.799999237060547,22.100000381469727,21.200000762939453,21.530000686645508,11.399209976196289,252915.0,23.883042158242805,25.428103785695903,25.407916840882617,24.468000221252442,False,False,0.042452810667044774,True
2004-06-14,21.219999313354492,22.09000015258789,20.860000610351562,22.010000228881836,14.254539489746094,221390.0,23.542489080177173,25.207580975578868,25.24216481102892,24.213000297546387,False,False,0.05896450173764393,True
2004-06-21,22.479999542236328,22.479999542236328,21.309999465942383,21.959999084472656,14.222160339355469,165620.0,23.254763626412714,24.998059563249434,25.082059165831055,23.79000015258789,False,False,0.05490380598853783,True
2004-06-28,22.149999618530273,23.600000381469727,22.030000686645508,22.610000610351562,14.643123626708984,341650.0,23.13753398712887,24.843991243707634,24.961470943612543,23.339000129699706,False,False,0.07126643876030135,True
2004-07-05,22.399999618530273,24.0,21.0,23.0,14.895705223083496,737400.0,23.112527807650892,24.72502406669424,24.86578943416803,23.07800006866455,False,False,0.14285714285714285,False
2004-07-12,23.68000030517578,24.190000534057617,23.0,23.809999465942383,15.420289039611816,383025.0,23.239340836431165,24.665990221484442,24.814287484498486,22.754999923706055,False,False,0.05173915365467901,True
2004-07-19,23.65999984741211,26.780000686645508,23.649999618530273,26.489999771118164,17.155969619750977,877030.0,23.830369733646982,24.783668256944683,24.896029547260422,23.028999900817873,True,False,0.132346770342559,False
2004-07-26,25.200000762939453,26.399999618530273,24.200000762939453,24.8799991607666,16.113265991210938,661795.0,24.02121144766873,24.78988315396545,24.895247577187554,23.11699981689453,False,False,0.09090904075341845,True
2004-08-02,24.799999237060547,25.100000381469727,23.829999923706055,24.170000076293945,15.653443336486816,312040.0,24.048263925600587,24.749890697341485,24.859869650314696,23.23799991607666,False,False,0.053294186396546185,True
2004-08-09,23.899999618530273,24.899999618530273,23.450000762939453,23.940000534057617,15.504487991333008,214420.0,24.028579672592773,24.697639719065105,24.814997986107034,23.439999961853026,False,False,0.06183363788552232,True
2004-08-16,24.0,24.450000762939453,23.639999389648438,23.739999771118164,15.374958038330078,183115.0,23.97611059959739,24.635856496616917,24.762559048790504,23.660999870300294,False,False,0.034264018367348256,True
2004-08-23,24.360000610351562,25.780000686645508,24.0,25.6299991607666,16.5989933013916,554650.0,24.276817610719064,24.69999473301367,24.804873200594216,24.02299976348877,True,False,0.07416669527689616,True
2004-08-30,26.0,27.799999237060547,25.940000534057617,26.799999237060547,17.356735229492188,1246995.0,24.735577906417515,24.83547889456508,24.902196421885257,24.50699977874756,True,False,0.07170388067497788,True
2004-09-06,27.40999984741211,28.5,26.6200008392334,26.969999313354492,17.466833114624023,1159445.0,25.14183634404242,24.97318988932569,25.003064855615463,24.942999649047852,True,False,0.07062355753181643,True
2004-09-13,27.200000762939453,27.59000015258789,26.229999542236328,26.469999313354492,17.14301300048828,661525.0,25.38332052028098,25.06975823926303,25.074622634041756,25.289999580383302,True,False,0.05184905200481033,True
2004-09-20,26.600000381469727,29.360000610351562,26.399999618530273,28.56999969482422,18.503055572509766,2023815.0,25.962716733834295,25.295580268654074,25.245128832128707,25.765999603271485,True,False,0.1121212513103088,False
2004-09-27,28.40999984741211,28.860000610351562,27.440000534057617,27.610000610351562,17.88132095336914,562110.0,26.26222289320107,25.44489771005391,25.360488431066408,25.877999687194823,True,False,0.05174927291023513,True
2004-10-04,28.559999465942383,29.100000381469727,27.5,27.989999771118164,18.127426147460938,912155.0,26.57636414373145,25.6090978430258,25.48875727692259,26.188999748229982,True,False,0.058181832053444606,True
2004-10-11,28.059999465942383,28.690000534057617,26.399999618530273,27.299999237060547,17.680553436279297,422845.0,26.707934160700376,25.71818825554417,25.577110543270784,26.50199966430664,True,False,0.08674246017488509,True
2004-10-18,27.959999084472656,28.149999618530273,26.799999237060547,26.860000610351562,17.395593643188477,286115.0,26.7355826060915,25.79185356875755,25.63969054654302,26.793999671936035,True,False,0.050373149996320525,True
2004-10-25,26.600000381469727,26.600000381469727,24.0,24.329999923706055,15.757063865661621,826080.0,26.298203936566875,25.69754043036713,25.575803199087556,26.852999687194824,False,False,0.10833334922790527,False
2004-11-01,24.399999618530273,26.200000762939453,24.25,25.790000915527344,16.702619552612305,685045.0,26.20580338728696,25.70350562295811,25.58625186818218,26.868999862670897,False,False,0.08041240259544137,True
2004-11-08,25.510000228881836,27.780000686645508,25.299999237060547,26.790000915527344,17.35025978088379,742770.0,26.3120211196943,25.77360209344645,25.644971333906334,26.868000030517578,True,False,0.09802377566684453,True
2004-11-15,26.639999389648438,27.979999542236328,25.459999084472656,26.6299991607666,17.24663543701172,447775.0,26.369835308980175,25.828853517144523,25.693021471801956,26.834000015258788,True,False,0.09897881179817285,True
2004-11-22,26.399999618530273,28.200000762939453,26.399999618530273,27.600000381469727,17.87484359741211,667955.0,26.593501685796458,25.943121056778406,25.786044833249164,26.947000122070314,True,False,0.06818186251585212,True
2004-11-29,27.719999313354492,30.149999618530273,27.610000610351562,29.309999465942383,18.9823055267334,2593265.0,27.087410373095718,26.160339018659954,25.9579450592342,27.021000099182128,True,False,0.09199561579243185,True
2004-12-06,29.790000915527344,32.20000076293945,29.5,31.3700008392334,20.316444396972656,1775710.0,27.86606318512075,26.4964462328905,26.22194778020977,27.397000122070313,True,False,0.0915254495911679,True
2004-12-13,31.200000762939453,33.0,30.799999237060547,32.189998626708984,20.847509384155273,959355.0,28.65223326540952,26.863772193782015,26.51307221174632,27.817000007629396,True,False,0.07142859796867365,True
2004-12-20,32.36000061035156,33.77000045776367,31.5,31.760000228881836,20.569019317626953,1058855.0,29.21728180422267,27.179657873465874,26.76901991989927,28.263000106811525,True,False,0.07206350659567212,True
2004-12-27,31.649999618530273,33.70000076293945,31.399999618530273,32.13999938964844,20.815126419067383,798250.0,29.74868500157281,27.499679906767977,27.03101891842362,28.790999984741212,True,False,0.07324844497933898,True
2005-01-03,32.939998626708984,33.79999923706055,30.399999618530273,31.989999771118164,20.717981338500977,1602700.0,30.156196777853783,27.789377962532505,27.27292042343311,29.556999969482423,True,False,0.11184209411824494,False
2005-01-10,32.20000076293945,35.20000076293945,29.229999542236328,30.790000915527344,19.940811157226562,528620.0,30.27143389379443,27.982966540145075,27.444485325486486,30.056999969482423,True,False,0.20424226186102679,False
2005-01-17,30.799999237060547,31.200000762939453,29.31999969482422,31.059999465942383,20.11567497253418,518870.0,30.414809452366786,28.18148479342232,27.62085186892336,30.483999824523927,True,False,0.06412009166722829,True
2005-01-24,31.399999618530273,33.400001525878906,31.239999771118164,32.869998931884766,21.287904739379883,690295.0,30.861207539551874,28.48396957654893,27.87690782321416,31.107999801635742,True,False,0.06914218215704647,True
2005-01-31,32.880001068115234,34.599998474121094,32.72999954223633,34.34000015258789,22.23993492126465,1245390.0,31.493715287376602,28.861778000809508,28.192180619768976,31.781999778747558,True,False,0.05713409587652549,True
2005-02-07,34.95000076293945,36.4900016784668,34.040000915527344,35.380001068115234,22.913475036621094,684260.0,32.20031270205635,29.282308521280846,28.542806007493184,32.388999938964844,True,False,0.07197416853834118,True
2005-02-14,35.900001525878906,37.18000030517578,33.619998931884766,35.29999923706055,22.86167335510254,2806800.0,32.76389207205711,29.67054663197631,28.8724251894233,32.78199977874756,True,False,0.10588939578801583,False
2005-02-21,36.0,37.20000076293945,34.0,35.459999084472656,22.965286254882812,920090.0,33.25409334704175,30.044059693427688,29.193770257474487,33.10899982452393,True,False,0.0941176694982192,True
2005-02-28,35.58000183105469,36.97999954223633,35.0,36.20000076293945,23.444547653198242,884615.0,33.78971287720497,30.441217181783287,29.535537599204485,33.552999877929686,True,False,0.05657141549246652,True
2005-03-07,36.7599983215332,40.5,36.25,39.119998931884766,25.335649490356445,2207505.0,34.75885579623766,31.00113858501564,30.00307229835962,34.25099983215332,True,False,0.11724137931034483,False
2005-03-14,39.0,39.79999923706055,35.20000076293945,36.040000915527344,23.340917587280273,594930.0,34.99179127247215,31.326226477306715,30.29755662114829,34.655999946594235,True,False,0.1306817720005345,False
2005-03-21,36.83000183105469,36.83000183105469,33.400001525878906,33.619998931884766,21.773632049560547,292955.0,34.742374483274446,31.47421179695691,30.45962697776958,34.93899974822998,False,False,0.10269461522383934,False
2005-03-28,33.400001525878906,37.0,32.650001525878906,36.61000061035156,23.71007537841797,336520.0,35.08194287001574,31.80555301072431,30.75964520374919,35.4939998626709,True,False,0.1332311874678847,False
2005-04-04,36.95000076293945,38.0,36.20000076293945,36.43000030517578,23.593496322631836,299675.0,35.32704422186302,32.10390444907602,31.03624789162366,35.85,True,False,0.04972373478244055,True
2005-04-11,35.83000183105469,39.599998474121094,35.79999923706055,39.0,25.257932662963867,489880.0,35.99485436334247,32.54881383945821,31.424723604227385,36.31599998474121,True,False,0.10614523234756794,False
2005-04-18,38.400001525878906,41.38999938964844,38.0,41.029998779296875,26.572641372680664,2437140.0,36.91033516624327,33.09598706138329,31.89327361276736,36.88099975585938,True,False,0.08921051025390625,True
2005-04-25,41.29999923706055,43.790000915527344,40.400001525878906,42.95000076293945,27.816112518310547,1008385.0,38.00845618382439,33.73172988083853,32.4326261566782,37.645999908447266,True,False,0.08391087281214372,True
2005-05-02,44.0,44.0,40.400001525878906,41.9900016784668,27.19437599182129,461705.0,38.73237354648665,34.264521609717775,32.89883959676545,38.29900016784668,True,False,0.08910886975623142,True
